0	0	1	1.99024e-10	1	2.5
0	0.00707107	1	8.32383e-10	1	2.5
0	0.0141421	1	1.46376e-09	1	2.5
0	0.0212132	1	4.74413e-09	1	2.5
0	0.0282843	1	9.02707e-09	1	2.5
0	0.0353553	1	2.56728e-08	1	2.5
0	0.0424264	1	5.0552e-08	1	2.5
0	0.0494975	1	1.28044e-07	1	2.5
0	0.0565685	1	2.55279e-07	1	2.5
0	0.0636396	0.999999	5.87257e-07	0.999999	2.5
0	0.0707107	0.999999	1.15027e-06	0.999998	2.5
0	0.0777817	0.999998	2.45492e-06	0.999997	2.5
0	0.0848528	0.999995	4.67439e-06	0.999993	2.5
0	0.0919239	0.999991	9.32128e-06	0.999987	2.49999
0	0.0989949	0.999983	1.71409e-05	0.999976	2.49998
0	0.106066	0.999969	3.20516e-05	0.999956	2.49997
0	0.113137	0.999944	5.63751e-05	0.999922	2.49994
0	0.120208	0.999903	9.902e-05	0.999864	2.4999
0	0.127279	0.999837	0.000165572	0.999772	2.49984
0	0.13435	0.999732	0.000273877	0.999624	2.49973
0	0.141421	0.999573	0.000434938	0.999402	2.49957
0	0.148492	0.999335	0.000680044	0.999069	2.49933
0	0.155563	0.998994	0.00102701	0.998593	2.49899
0	0.162635	0.998512	0.0015242	0.997917	2.49851
0	0.169706	0.997856	0.00219493	0.997	2.49786
0	0.176777	0.996973	0.0031059	0.995765	2.49697
0	0.183848	0.99583	0.00428004	0.994168	2.49583
0	0.190919	0.994359	0.005801	0.992114	2.49436
0	0.19799	0.992538	0.00768124	0.989573	2.49253
0	0.205061	0.99029	0.0100153	0.986439	2.49028
0	0.212132	0.98761	0.0128039	0.982707	2.48759
0	0.219203	0.98443	0.0161153	0.978285	2.48439
0	0.226274	0.98074	0.020013	0.973164	2.48069
0	0.233345	0.976561	0.0243429	0.967369	2.47647
0	0.240416	0.971742	0.0295632	0.960709	2.47162
0	0.247487	0.966595	0.0348581	0.953602	2.46639
0	0.254558	0.960538	0.0415866	0.945274	2.46027
0	0.26163	0.954527	0.0478968	0.937015	2.45413
0	0.268701	0.947303	0.0558129	0.92715	2.44682
0	0.275772	0.940409	0.0634018	0.917724	2.43969
0	0.282843	0.932231	0.072158	0.906643	2.43138
0	0.289914	0.924521	0.0811383	0.896199	2.42342
0	0.296985	0.915674	0.0908643	0.884164	2.41397
0	0.304056	0.907017	0.100909	0.872731	2.4055
0	0.311127	0.897964	0.111464	0.860172	2.39479
0	0.318198	0.888293	0.122552	0.847753	2.38591
0	0.325269	0.878904	0.133769	0.834975	2.37505
0	0.33234	0.868774	0.145759	0.821871	2.36503
0	0.339411	0.859031	0.15769	0.808798	2.35381
0	0.346482	0.848583	0.170313	0.79541	2.34335
0	0.353553	0.838581	0.182922	0.782096	2.33161
0	0.360624	0.827948	0.195989	0.768649	2.32095
0	0.367696	0.817806	0.209144	0.755269	2.30883
0	0.374767	0.807077	0.22264	0.741869	2.29801
0	0.381838	0.796876	0.236231	0.728591	2.28577
0	0.388909	0.786226	0.250051	0.715379	2.27472
0	0.39598	0.776039	0.263909	0.702381	2.26271
0	0.403051	0.765713	0.277854	0.689584	2.25145
0	0.410122	0.755719	0.291747	0.677098	2.23991
0	0.417193	0.745946	0.305549	0.664969	2.22861
0	0.424264	0.736466	0.319176	0.653277	2.21761
0	0.431335	0.727362	0.332532	0.642107	2.20697
0	0.438406	0.718715	0.345511	0.631547	2.19679
0	0.445477	0.710605	0.358	0.621692	2.18719
0	0.452548	0.703117	0.369908	0.612632	2.17827
0	0.459619	0.696329	0.381135	0.604453	2.17014
0	0.46669	0.690307	0.39159	0.597227	2.1629
0	0.473762	0.685099	0.401231	0.591001	2.15663
0	0.480833	0.68072	0.410049	0.585789	2.15136
0	0.487904	0.677148	0.418117	0.581548	2.14705
0	0.494975	0.674355	0.425411	0.578238	2.14367
0	0.502046	0.672449	0.431924	0.576039	2.14157
0	0.509117	0.671068	0.438284	0.574442	2.14003
0	0.516188	0.670145	0.444294	0.573392	2.13906
0	0.523259	0.669541	0.450365	0.572639	2.13818
0	0.53033	0.669151	0.456646	0.572309	2.13819
0	0.537401	0.668709	0.462933	0.571995	2.13843
0	0.544472	0.668369	0.470313	0.571596	2.13803
